SORT,N,MAXIMUM,TIME(seconds),BASE
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.008999347686767578,2
python_sort,10000,10000,0.001009225845336914
radix_sort_base,10000,10000,0.08900165557861328,2
python_sort,100000,100000,0.01500391960144043
radix_sort_base,100000,100000,1.1564486026763916,2
python_sort,1000000,1000000,0.34209775924682617
radix_sort_base,1000000,1000000,14.547127723693848,2
python_sort,1000000,10000000,0.2865324020385742
radix_sort_base,1000000,10000000,20.01250123977661,2
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.0019996166229248047,10
python_sort,10000,10000,0.0009944438934326172
radix_sort_base,10000,10000,0.022965192794799805,10
python_sort,100000,100000,0.016007184982299805
radix_sort_base,100000,100000,0.3354799747467041,10
python_sort,1000000,1000000,0.3458874225616455
radix_sort_base,1000000,1000000,4.217486381530762,10
python_sort,1000000,10000000,0.2816281318664551
radix_sort_base,1000000,10000000,5.49308180809021,10
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.002008199691772461,16
python_sort,10000,10000,0.0010111331939697266
radix_sort_base,10000,10000,0.023998498916625977,16
python_sort,100000,100000,0.014008760452270508
radix_sort_base,100000,100000,0.3265254497528076,16
python_sort,1000000,1000000,0.3425421714782715
radix_sort_base,1000000,1000000,3.500993490219116,16
python_sort,1000000,10000000,0.2774951457977295
radix_sort_base,1000000,10000000,4.637426376342773,16
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.0020132064819335938,32
python_sort,10000,10000,0.000993967056274414
radix_sort_base,10000,10000,0.016993999481201172,32
python_sort,100000,100000,0.014014244079589844
radix_sort_base,100000,100000,0.25805091857910156,32
python_sort,1000000,1000000,0.34500694274902344
radix_sort_base,1000000,1000000,2.9114999771118164,32
python_sort,1000000,10000000,0.2857363224029541
radix_sort_base,1000000,10000000,3.8179993629455566,32
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.0010063648223876953,64
python_sort,10000,10000,0.0010128021240234375
radix_sort_base,10000,10000,0.016986370086669922,64
python_sort,100000,100000,0.014003276824951172
radix_sort_base,100000,100000,0.1834700107574463,64
python_sort,1000000,1000000,0.3463454246520996
radix_sort_base,1000000,1000000,2.783768653869629,64
python_sort,1000000,10000000,0.2808103561401367
radix_sort_base,1000000,10000000,2.9940125942230225,64
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.0010001659393310547,128
python_sort,10000,10000,0.0010004043579101562
radix_sort_base,10000,10000,0.010008811950683594,128
python_sort,100000,100000,0.013716697692871094
radix_sort_base,100000,100000,0.19649529457092285,128
python_sort,1000000,1000000,0.34406065940856934
radix_sort_base,1000000,1000000,2.06897234916687,128
python_sort,1000000,10000000,0.27805590629577637
radix_sort_base,1000000,10000000,3.065129518508911,128
python_sort,1000,10000,0.0
radix_sort_base,1000,10000,0.00099945068359375,256
python_sort,10000,10000,0.0010001659393310547
radix_sort_base,10000,10000,0.009994029998779297,256
python_sort,100000,100000,0.014001607894897461
radix_sort_base,100000,100000,0.19804811477661133,256
python_sort,1000000,1000000,0.3430972099304199
radix_sort_base,1000000,1000000,2.0385489463806152,256
python_sort,1000000,10000000,0.2800631523132324
radix_sort_base,1000000,10000000,2.172231674194336,256
